datetime,openPrice,closePrice,highPrice,lowPrice
201803130451,1014198,1013795,1014751,1013795
201803130452,1013795,1014248,1014360,1013795
201803130453,1014265,1016775,1017155,1014076
201803130454,1016174,1013841,1016989,1012523
201803130455,1013841,1013229,1014287,1012596
201803130456,1013229,1013413,1014306,1012972
201803130457,1013421,1011416,1014022,1011118
201803130458,1011416,1011313,1011705,1010535
201803130459,1011280,1012283,1012478,1011264
201803130500,1012283,1012358,1012589,1011830
201803130501,1012358,1011656,1012387,1011466
201803130502,1011413,1011528,1011758,1011170
201803130503,1011528,1011978,1012105,1011263
201803130504,1011975,1007762,1011975,1007752
201803130505,1007812,1009325,1009907,1007315
201803130506,1009839,1009595,1009864,1008335
201803130507,1009595,1011377,1012164,1009094
201803130508,1011377,1013017,1013017,1011377
201803130509,1013016,1011823,1013899,1011522
201803130510,1011822,1012201,1012490,1011819
201803130511,1012189,1012250,1012280,1010398
201803130512,1011860,1011001,1012322,1011001
201803130513,1011070,1009994,1011259,1009994
201803130514,1009949,1009844,1010956,1009709
201803130515,1009860,1008296,1010032,1008255
201803130516,1008326,1009652,1009751,1008004
201803130517,1009450,1006768,1009491,1006761
201803130518,1006813,1008637,1008637,1006812
201803130519,1008637,1010294,1011279,1008625
201803130520,1010294,1009274,1010446,1009104
201803130521,1009276,1010296,1010595,1009046
201803130522,1010374,1009619,1010467,1009397
201803130523,1009694,1011364,1011364,1009668
201803130524,1011334,1010279,1011334,1010197
201803130525,1010279,1009807,1010648,1009552
201803130526,1009858,1009936,1010410,1009816
201803130527,1009936,1006838,1010222,1006838
201803130528,1006763,1006908,1007450,1005471
201803130529,1006777,1006576,1007222,1006303
201803130530,1006576,1007734,1008103,1006576
201803130531,1007675,1005061,1007680,1005061
201803130532,1005016,1005797,1006443,1004476
201803130533,1005792,1005586,1007127,1005008
201803130534,1005541,1005434,1005933,1004527
201803130535,1005434,1005677,1006350,1004827
201803130536,1005764,1004617,1006475,1004617
201803130537,1004617,1005320,1006121,1004345
201803130538,1005321,1004139,1005321,1003184
201803130539,1004154,1005460,1005740,1004154
201803130540,1005460,1008730,1010367,1005460
201803130541,1008725,1009536,1010369,1007745
201803130542,1009534,1008248,1010393,1008192
201803130543,1009247,1008852,1009616,1007889
201803130544,1008852,1008415,1008902,1007530
201803130545,1008573,1010026,1010674,1008417
201803130546,1010176,1010257,1010825,1010021
201803130547,1010257,1009635,1010707,1009433
201803130548,1009635,1009275,1009951,1008937
201803130549,1009275,1008354,1009362,1008261
201803130550,1008354,1008567,1008630,1008027
201803130551,1008569,1007209,1008577,1006091
201803130552,1007209,1007228,1007417,1007059
201803130553,1007228,1006626,1007593,1006612
201803130554,1006626,1006266,1006865,1006060
201803130555,1006266,1006877,1006881,1006131
201803130556,1006877,1007417,1007543,1006763
201803130557,1007417,1007021,1007774,1006791
201803130558,1007021,1008378,1008378,1006928
201803130559,1008378,1007807,1009232,1007807
201803130600,1007837,1008512,1008514,1007400
201803130601,1008512,1011622,1011776,1008315
201803130602,1011607,1011508,1011751,1010603
201803130603,1011508,1009623,1011530,1009126
201803130604,1009938,1010297,1013358,1008063
201803130605,1010153,1013314,1013634,1010125
201803130606,1013316,1015906,1016029,1013316
201803130607,1015908,1015251,1017211,1012915
